,animal,session,trial,onset,first_lick_in,last_lick_out,water_valve_on,outcome,licks,sound_num,reward,go_nogo,licks_out,quality,water_valve_amt
147,JUV015,220409,148,2974.864283,2975.068449,2976.243611,2975.070622,2975.070622,"[2975.068449, 2975.148282, 2975.211615, 2975.246948, 2975.349614, 2975.466781, 2975.554781, 2975.657946, 2975.768621, 2975.886445, 2975.996782, 2976.113944, 2976.229444]",1,2,go,13,normal,2
148,JUV015,220409,149,2979.504431,,,,2982.754751,[],8,0,nogo,0,normal,
149,JUV015,220409,150,2986.919742,2987.078734,2988.157563,2987.080901,2987.080901,"[2987.078734, 2987.158067, 2987.259566, 2987.369233, 2987.479065, 2987.567398, 2987.670065, 2987.779064, 2987.888731, 2988.005563, 2988.12173]",3,2,go,11,normal,2
150,JUV015,220409,151,2992.026047,2998.16419,3001.668842,,2995.276368,"[2998.16419, 2998.395355, 2998.424022, 2998.645688, 2998.792859, 2998.918861, 2999.108352, 2999.154352, 2999.438184, 2999.74885, 3000.011349, 3000.49068, 3001.078678, 3001.092678, 3001.29251, 3001.611509]",8,0,nogo,16,normal,
151,JUV015,220409,152,3003.670001,3010.114144,3010.241308,,3006.920321,"[3010.114144, 3010.205808]",7,0,nogo,2,normal,
152,JUV015,220409,153,3012.242466,,,,3015.492787,[],6,0,nogo,0,normal,
153,JUV015,220409,154,3019.70827,,,,3032.958717,[],4,-1,go,0,missed,
154,JUV015,220409,155,3036.964701,,,,3040.214869,[],8,0,nogo,0,normal,
155,JUV015,220409,156,3044.373005,,,,3047.375502,[],13,-1,go,0,missed,
156,JUV015,220409,157,3061.195105,,,,3064.445263,[],8,0,nogo,0,normal,
157,JUV015,220409,158,3068.639582,3068.910907,3072.752891,3068.913073,3068.913073,"[3068.910907, 3069.018573, 3069.120239, 3069.208405, 3069.324905, 3069.401405, 3069.496737, 3069.605904, 3069.72207, 3069.845569, 3069.962069, 3070.077741, 3072.731391]",2,2,go,13,normal,2
158,JUV015,220409,159,3074.754228,3074.899549,3076.237377,3074.901882,3074.901882,"[3074.899549, 3074.980716, 3075.089048, 3075.197548, 3075.306548, 3075.390221, 3075.499547, 3075.608382, 3075.724713, 3075.841379, 3075.964545, 3076.073545, 3076.209211]",2,2,go,13,normal,2
159,JUV015,220409,160,3078.8277,3078.923533,3078.944703,,3078.923533,[3078.923533],6,-1,nogo,1,normal,
160,JUV015,220409,161,3092.546812,3092.712145,3096.903794,3092.714311,3092.714311,"[3092.712145, 3092.791144, 3092.900144, 3093.00231, 3093.111643, 3093.199643, 3093.301809, 3093.411642, 3093.521641, 3093.638641, 3093.77564, 3096.889961]",2,2,go,12,normal,2
161,JUV015,220409,162,3098.904953,3099.132952,3099.161119,,3099.132952,[3099.132952],5,-1,nogo,1,normal,
162,JUV015,220409,163,3112.95123,,,,3116.201551,[],7,0,nogo,0,normal,
163,JUV015,220409,164,3120.892199,3121.145031,3121.295197,,3121.145031,"[3121.145031, 3121.245197]",5,-1,nogo,2,normal,
164,JUV015,220409,165,3135.249808,3135.42214,3136.43897,3135.424143,3135.424143,"[3135.42214, 3135.536807, 3135.638806, 3135.734472, 3135.843806, 3135.931805, 3136.040471, 3136.156471, 3136.26547, 3136.388637]",2,2,go,10,normal,2
165,JUV015,220409,166,3140.038289,,,,3143.288609,[],8,0,nogo,0,normal,
166,JUV015,220409,167,3147.531592,3147.727925,3147.734258,,3147.727925,[3147.727925],5,-1,nogo,1,normal,
167,JUV015,220409,168,3161.294704,3161.502203,3161.623536,,3161.502203,"[3161.502203, 3161.594702]",5,-1,nogo,2,normal,
168,JUV015,220409,169,3175.659824,3175.835145,3176.889141,3175.837312,3175.837312,"[3175.835145, 3175.920479, 3176.022978, 3176.110978, 3176.213144, 3176.30781, 3176.409643, 3176.512309, 3176.628642, 3176.730975, 3176.867641]",4,2,go,11,normal,2
169,JUV015,220409,170,3180.245294,3180.373627,3180.401961,,3180.373627,[3180.373627],5,-1,nogo,1,normal,
170,JUV015,220409,171,3194.79207,3203.435368,3203.449202,,3197.794224,[3203.435368],12,-1,go,1,missed,
171,JUV015,220409,172,3211.505836,3211.535669,3214.900156,3211.537669,3211.537669,"[3211.535669, 3213.366662, 3213.504661, 3213.607994, 3213.736994, 3213.987326, 3214.237159, 3214.56049, 3214.871489]",4,2,go,9,normal,2
172,JUV015,220409,173,3216.901315,3217.533823,3217.547645,,3217.533823,[3217.533823],6,-1,nogo,1,normal,
173,JUV015,220409,174,3231.999754,,,,3235.250074,[],7,0,nogo,0,normal,
174,JUV015,220409,175,3239.70489,3239.969889,3241.062051,3239.972061,3239.972061,"[3239.969889, 3240.063222, 3240.168059, 3240.265221, 3240.365054, 3240.450554, 3240.553053, 3240.678063, 3240.794386, 3240.849885, 3240.896552, 3241.025885]",1,2,go,12,normal,2
175,JUV015,220409,176,3244.501871,,,,3247.752191,[],8,0,nogo,0,normal,
176,JUV015,220409,177,3251.474343,3251.627009,3253.258002,3251.629184,3251.629184,"[3251.627009, 3251.728675, 3251.837675, 3251.940341, 3252.049507, 3252.144674, 3252.254006, 3252.370174, 3252.492839, 3252.609672, 3252.718838, 3252.835171, 3252.959342, 3253.030503, 3253.07117, 3253.215003]",3,2,go,16,normal,2
177,JUV015,220409,178,3256.016325,,,,3259.018646,[],13,-1,go,0,missed,
178,JUV015,220409,179,3272.870424,,,,3275.872912,[],11,-1,go,0,missed,
179,JUV015,220409,180,3289.839856,,,,3293.090176,[],8,0,nogo,0,normal,
180,JUV015,220409,181,3296.646662,3296.820328,3297.065661,,3296.820328,"[3296.820328, 3296.912494, 3297.044661]",5,-1,nogo,3,normal,
181,JUV015,220409,182,3311.722944,3312.206944,3312.528947,,3312.206944,"[3312.206944, 3312.318266, 3312.514765]",15,0,go,3,normal,
182,JUV015,220409,183,3316.108418,3316.30675,3317.385079,3316.309083,3316.309083,"[3316.30675, 3316.399916, 3316.501423, 3316.603749, 3316.714249, 3316.802748, 3316.904581, 3317.014081, 3317.116247, 3317.232747, 3317.341913]",1,2,go,11,normal,2
183,JUV015,220409,184,3320.928898,,,,3324.179219,[],7,0,nogo,0,normal,
184,JUV015,220409,185,3327.680205,3327.841871,3329.035199,3327.844204,3327.844204,"[3327.841871, 3327.91537, 3327.936704, 3328.02737, 3328.130036, 3328.232869, 3328.314035, 3328.416702, 3328.533701, 3328.650201, 3328.759367, 3328.8762, 3328.984544]",2,2,go,13,normal,2
185,JUV015,220409,186,3331.543856,,,,3334.794176,[],7,0,nogo,0,normal,
186,JUV015,220409,187,3339.327158,3339.469991,3343.81514,3339.472158,3339.472158,"[3339.469991, 3339.548657, 3339.651661, 3339.75399, 3339.857323, 3339.945663, 3340.047822, 3340.149823, 3340.259321, 3340.368654, 3340.47832, 3340.595486, 3343.447308, 3343.757984]",4,2,go,14,normal,2
187,JUV015,220409,188,3345.816143,,,,3349.066463,[],5,0,nogo,0,normal,
188,JUV015,220409,189,3352.652438,,,,3355.902759,[],6,0,nogo,0,normal,
189,JUV015,220409,190,3360.377582,3363.667394,3369.481538,,3363.627728,"[3363.667394, 3363.852227, 3363.902061, 3363.93756, 3363.958893, 3364.045226, 3364.073726, 3365.392222, 3365.758886, 3366.279884, 3366.593049, 3366.725549, 3366.961714, 3367.166714, 3367.313713, 3367.753545, 3368.320876, 3368.613208, 3369.190379, 3369.268381]",7,0,nogo,20,normal,
190,JUV015,220409,191,3371.482701,3371.641029,3374.100859,3371.643029,3371.643029,"[3371.641029, 3371.741695, 3371.839861, 3371.937694, 3372.047861, 3372.14386, 3372.25336, 3372.377026, 3372.486708, 3372.610692, 3372.674191, 3372.716025, 3372.833357, 3372.957524, 3373.028859, 3373.07569, 3373.226522, 3373.693022, 3373.80652, 3373.960186]",4,2,go,20,normal,2
191,JUV015,220409,192,3376.102178,3383.280649,3383.302149,,3379.352498,[3383.280649],7,0,nogo,1,normal,
192,JUV015,220409,193,3385.303474,,,,3388.305796,[],16,-1,go,0,missed,
193,JUV015,220409,194,3402.478572,3402.755571,3406.065224,,3402.755571,"[3402.755571, 3402.862404, 3406.044391]",6,-1,nogo,3,normal,
194,JUV015,220409,195,3417.228513,,,,3420.478834,[],7,0,nogo,0,normal,
195,JUV015,220409,196,3424.225985,3424.426985,3426.038145,3424.429318,3424.429318,"[3424.426985, 3424.512984, 3424.614984, 3424.723984, 3424.839983, 3424.908816, 3425.010649, 3425.113315, 3425.223481, 3425.340147, 3425.457314, 3425.567313, 3425.697313, 3425.909645, 3426.009811]",2,2,go,15,normal,2
196,JUV015,220409,197,3428.313802,,,,3431.564122,[],8,0,nogo,0,normal,
197,JUV015,220409,198,3435.347441,3435.516107,3436.821768,3435.518273,3435.518273,"[3435.516107, 3435.59494, 3435.703939, 3435.806272, 3435.922272, 3436.003271, 3436.112271, 3436.227937, 3436.329937, 3436.43927, 3436.554436, 3436.677602, 3436.799935]",2,2,go,13,normal,2
198,JUV015,220409,199,3440.359087,3440.529753,3440.55042,,3440.529753,[3440.529753],5,-1,nogo,1,normal,
199,JUV015,220409,200,3455.308528,,,,3458.558848,[],8,0,nogo,0,normal,
200,JUV015,220409,201,3462.728331,,,,3465.978652,[],8,0,nogo,0,normal,
201,JUV015,220409,202,3469.59347,,,,3472.843791,[],6,0,nogo,0,normal,
202,JUV015,220409,203,3476.711275,,,,3479.961596,[],5,0,nogo,0,normal,
203,JUV015,220409,204,3484.113079,3484.375245,3485.933405,3484.377411,3484.377411,"[3484.375245, 3484.484078, 3484.592744, 3484.68141, 3484.783743, 3484.867743, 3484.962576, 3485.071579, 3485.180408, 3485.296574, 3485.413074, 3485.52874, 3485.637073, 3485.746239, 3485.882739]",2,2,go,15,normal,2
204,JUV015,220409,205,3488.637901,,,,3491.888048,[],6,0,nogo,0,normal,
205,JUV015,220409,206,3495.893699,3496.050031,3497.232026,3496.052198,3496.052198,"[3496.050031, 3496.135364, 3496.237031, 3496.331697, 3496.44753, 3496.528029, 3496.629696, 3496.739029, 3496.848028, 3496.957028, 3497.080194, 3497.189027]",2,2,go,12,normal,2
206,JUV015,220409,207,3500.522013,,,,3503.772334,[],6,0,nogo,0,normal,
207,JUV015,220409,208,3507.452152,,,,3510.702473,[],6,0,nogo,0,normal,
208,JUV015,220409,209,3514.311291,3514.461291,3515.63162,3514.463624,3514.463624,"[3514.461291, 3514.546291, 3514.65429, 3514.742123, 3514.851289, 3514.939122, 3515.048465, 3515.157788, 3515.267288, 3515.377121, 3515.493787, 3515.595786]",4,2,go,12,normal,2
209,JUV015,220409,210,3518.777274,3518.912946,3520.229768,3518.915106,3518.915106,"[3518.912946, 3519.006784, 3519.109272, 3519.212605, 3519.322271, 3519.417771, 3519.520271, 3519.635604, 3519.75227, 3519.862269, 3519.978102, 3520.085769, 3520.186601]",4,2,go,13,normal,2
210,JUV015,220409,211,3522.901591,3522.986757,3527.335239,3522.988924,3522.988924,"[3522.986757, 3523.081923, 3523.184423, 3523.294256, 3523.410589, 3523.505423, 3523.607921, 3523.724587, 3523.834253, 3523.957753, 3524.068086, 3524.191259, 3524.335085, 3527.31424]",4,2,go,14,normal,2
211,JUV015,220409,212,3529.336398,3529.469064,3533.320221,3529.471231,3529.471231,"[3529.469064, 3529.561731, 3529.671064, 3529.773563, 3529.889899, 3529.991901, 3530.094395, 3530.204395, 3530.314894, 3530.431901, 3530.495902, 3530.542393, 3530.65906, 3533.277549]",1,2,go,14,normal,2
212,JUV015,220409,213,3535.321541,,,,3538.323862,[],10,-1,go,0,missed,
213,JUV015,220409,214,3552.606972,3552.798971,3556.985454,3552.801304,3552.801304,"[3552.798971, 3552.891804, 3552.99347, 3553.09547, 3553.206139, 3553.294969, 3553.404141, 3553.513468, 3553.616301, 3553.726467, 3553.8348, 3556.850621, 3556.957288]",2,2,go,13,normal,2
214,JUV015,220409,215,3558.986621,,,,3562.236939,[],8,0,nogo,0,normal,
215,JUV015,220409,216,3565.956418,,,,3569.206739,[],8,0,nogo,0,normal,
216,JUV015,220409,217,3572.700225,3572.865391,3573.93372,3572.867557,3572.867557,"[3572.865391, 3572.95789, 3573.05939, 3573.154389, 3573.263389, 3573.343889, 3573.438888, 3573.547888, 3573.657721, 3573.774387, 3573.883553]",1,2,go,11,normal,2
217,JUV015,220409,218,3577.474379,3577.596543,3581.587356,3577.598872,3577.598872,"[3577.596543, 3577.697538, 3577.807871, 3577.910541, 3578.020037, 3578.122203, 3578.231703, 3578.340702, 3578.443035, 3578.545701, 3578.655868, 3578.779367, 3581.559022]",2,2,go,13,normal,2
218,JUV015,220409,219,3583.588681,3583.733681,3585.724006,3583.735681,3583.735681,"[3583.733681, 3583.82768, 3583.930013, 3584.039513, 3584.156012, 3584.251179, 3584.353511, 3584.463844, 3584.573844, 3584.69151, 3584.801843, 3584.905179, 3585.029842, 3585.167008, 3585.288174, 3585.400841, 3585.53584, 3585.666339]",4,2,go,18,normal,2
219,JUV015,220409,220,3587.981499,3588.11733,3588.268662,,3588.11733,"[3588.11733, 3588.211329]",5,-1,nogo,2,normal,
220,JUV015,220409,221,3601.63711,3601.810783,3609.58891,3601.812942,3601.812942,"[3601.810783, 3601.889775, 3601.999274, 3602.101607, 3602.218106, 3602.313106, 3602.415106, 3602.524781, 3602.640941, 3602.750771, 3602.866604, 3602.988939, 3605.873925, 3606.497589, 3607.571085, 3607.681918, 3607.890084, 3608.205427, 3608.450915, 3608.550748, 3608.660914, 3609.305245, 3609.561077]",3,2,go,23,normal,2
221,JUV015,220409,222,3611.590069,3611.725402,3613.378562,3611.727569,3611.727569,"[3611.725402, 3611.812901, 3611.929234, 3612.032234, 3612.150567, 3612.253066, 3612.362733, 3612.479566, 3612.596565, 3612.714231, 3612.778398, 3612.893731, 3612.942897, 3613.074896, 3613.199396, 3613.271562, 3613.350229]",1,2,go,17,normal,2
222,JUV015,220409,223,3616.003718,,,,3619.254039,[],7,0,nogo,0,normal,
223,JUV015,220409,224,3623.490861,,,,3626.741008,[],8,0,nogo,0,normal,
224,JUV015,220409,225,3630.640493,,,,3633.890813,[],7,0,nogo,0,normal,
225,JUV015,220409,226,3637.372142,3637.585465,3638.616961,3637.587632,3637.587632,"[3637.585465, 3637.691298, 3637.813464, 3637.908964, 3638.017797, 3638.11313, 3638.2223, 3638.331962, 3638.442128, 3638.559295]",3,2,go,10,normal,2
226,JUV015,220409,227,3641.961448,3642.075447,3646.37643,3642.07778,3642.07778,"[3642.075447, 3642.191447, 3642.308946, 3642.419946, 3642.523112, 3642.625445, 3642.735444, 3642.852779, 3642.962944, 3643.080276, 3643.151276, 3643.217443, 3643.429275, 3643.548608, 3645.6396, 3646.34093]",4,2,go,16,normal,2
227,JUV015,220409,228,3648.377589,,,,3651.627909,[],6,0,nogo,0,normal,
228,JUV015,220409,229,3655.919907,3656.082724,3660.132042,3656.084891,3656.084891,"[3656.082724, 3656.183224, 3656.291557, 3656.39389, 3656.503723, 3656.599056, 3656.701389, 3656.811388, 3656.921721, 3657.032061, 3657.09522, 3657.154553, 3657.26972, 3660.125542]",3,2,go,14,normal,2
229,JUV015,220409,230,3662.1332,,,,3665.383521,[],5,0,nogo,0,normal,
230,JUV015,220409,231,3669.753837,3672.083827,3672.217993,,3672.083827,"[3672.083827, 3672.189827]",8,-1,nogo,2,normal,
231,JUV015,220409,232,3686.233604,3686.423603,3687.520599,3686.42577,3686.42577,"[3686.423603, 3686.531104, 3686.639602, 3686.734435, 3686.843435, 3686.924601, 3687.026939, 3687.1361, 3687.2526, 3687.354939, 3687.485103]",4,2,go,11,normal,2
232,JUV015,220409,233,3691.122918,,,,3694.373238,[],8,0,nogo,0,normal,
233,JUV015,220409,234,3698.01589,,,,3701.018211,[],12,-1,go,0,missed,
234,JUV015,220409,235,3714.584824,3714.777659,3720.215135,3714.779823,3714.779823,"[3714.777659, 3714.862989, 3714.965156, 3715.067824, 3715.186321, 3715.261154, 3715.356321, 3715.458654, 3715.57482, 3715.684486, 3715.807821, 3715.923152, 3716.023651, 3716.145484, 3716.25865, 3719.109806, 3720.179468]",3,2,go,17,normal,2
235,JUV015,220409,236,3722.216303,3722.305293,3726.210444,3722.30746,3722.30746,"[3722.305293, 3722.398126, 3722.506625, 3722.615792, 3722.731958, 3722.834291, 3722.93629, 3723.052624, 3723.169289, 3723.285456, 3723.415622, 3723.537788, 3726.203611]",3,2,go,13,normal,2
236,JUV015,220409,237,3728.211769,,,,3731.213924,[],15,-1,go,0,missed,
237,JUV015,220409,238,3744.73187,3744.984369,3745.148701,,3744.984369,"[3744.984369, 3745.099202]",5,-1,nogo,2,normal,
238,JUV015,220409,239,3758.401148,,,,3761.651469,[],6,0,nogo,0,normal,
239,JUV015,220409,240,3766.151784,3766.31045,3767.368946,3766.312619,3766.312619,"[3766.31045, 3766.395783, 3766.504783, 3766.600116, 3766.709115, 3766.789782, 3766.891614, 3767.007947, 3767.10978, 3767.22628, 3767.340446]",4,2,go,11,normal,2
240,JUV015,220409,241,3770.429767,3770.530943,3775.115248,3770.533267,3770.533267,"[3770.530943, 3770.624766, 3770.726432, 3770.835432, 3770.951598, 3771.039598, 3771.155431, 3771.264764, 3771.38143, 3771.497929, 3771.606596, 3771.742429, 3774.342918, 3775.094248]",4,2,go,14,normal,2
241,JUV015,220409,242,3777.116574,3777.266906,3781.196557,3777.26924,3777.26924,"[3777.266906, 3777.366573, 3777.475585, 3777.578739, 3777.681405, 3777.776404, 3777.885741, 3777.99557, 3778.119236, 3778.227236, 3778.333569, 3781.160891]",4,2,go,12,normal,2
242,JUV015,220409,243,3783.197716,,,,3786.448036,[],6,0,nogo,0,normal,
243,JUV015,220409,244,3789.908689,,,,3792.911011,[],12,-1,go,0,missed,
244,JUV015,220409,245,3807.284786,3807.450952,3819.231905,,3807.450952,"[3807.450952, 3807.558952, 3807.708285, 3807.822284, 3815.109922, 3815.216755, 3819.097406, 3819.196572]",5,-1,nogo,8,normal,
245,JUV015,220409,246,3821.632067,3821.796562,3822.899557,3821.798728,3821.798728,"[3821.796562, 3821.889228, 3821.998065, 3822.101727, 3822.207393, 3822.298061, 3822.406893, 3822.516392, 3822.625892, 3822.734224, 3822.863557]",2,2,go,11,normal,2
246,JUV015,220409,247,3825.607546,3825.706546,3830.308701,3825.708713,3825.708713,"[3825.706546, 3825.813546, 3825.930387, 3826.040711, 3826.143211, 3826.245877, 3826.348877, 3826.466383, 3826.576381, 3826.693042, 3826.749875, 3826.802708, 3829.120866, 3830.295028]",4,2,go,14,normal,2
247,JUV015,220409,248,3832.31002,3841.065651,3848.485288,,3835.312341,"[3841.065651, 3841.189651, 3841.319317, 3841.42415, 3841.550816, 3841.671649, 3841.763648, 3841.905481, 3842.060981, 3842.200313, 3842.34348, 3842.377479, 3842.592978, 3842.770311, 3843.582974, 3843.706142, 3843.83764, 3843.940973, 3844.107979, 3844.269305, 3844.454804, 3844.659304, 3845.139802, 3845.208968, 3845.243634, 3845.397467, 3845.487967, 3848.471788]",12,-1,go,28,missed,
248,JUV015,220409,249,3850.486447,3850.641946,3863.953901,,3850.641946,"[3850.641946, 3850.741113, 3856.41659, 3863.583228, 3863.690227, 3863.797394, 3863.932893]",8,-1,nogo,7,normal,
249,JUV015,220409,250,3865.955218,3866.150718,3868.020381,3866.153051,3866.153051,"[3866.150718, 3866.271717, 3866.381717, 3866.487716, 3866.577382, 3866.686382, 3866.802381, 3866.911714, 3867.020714, 3867.084381, 3867.139047, 3867.202547, 3867.26388, 3867.391379, 3867.525212, 3867.648545, 3867.784544, 3867.933377]",2,2,go,18,normal,2
250,JUV015,220409,251,3870.021702,3870.168035,3876.505009,3870.170201,3870.170201,"[3870.168035, 3870.262868, 3870.374034, 3870.491534, 3870.608547, 3870.711366, 3870.820541, 3870.930699, 3871.047865, 3871.156705, 3871.272702, 3871.389363, 3871.533696, 3871.642362, 3871.758699, 3871.882703, 3872.020361, 3874.471019, 3876.498509]",4,2,go,19,normal,2
251,JUV015,220409,252,3878.506335,,,,3881.756655,[],7,0,nogo,0,normal,
252,JUV015,220409,253,3885.598973,,,,3888.601294,[],10,-1,go,0,missed,
253,JUV015,220409,254,3902.086407,,,,3905.336728,[],7,0,nogo,0,normal,
254,JUV015,220409,255,3909.888876,,,,3913.139196,[],8,0,nogo,0,normal,
255,JUV015,220409,256,3917.317679,3917.579512,3918.707182,3917.581678,3917.581678,"[3917.579512, 3917.673678, 3917.797344, 3917.90701, 3918.002177, 3918.09001, 3918.19251, 3918.308676, 3918.424842, 3918.541008, 3918.656841]",1,2,go,11,normal,2
256,JUV015,220409,257,3921.785502,3921.911661,3926.827142,3921.913667,3921.913667,"[3921.911661, 3922.013661, 3922.122994, 3922.225827, 3922.336159, 3922.431503, 3922.547992, 3922.657825, 3922.774658, 3922.884991, 3923.020823, 3925.958645, 3926.806142]",2,2,go,13,normal,2
257,JUV015,220409,258,3928.828467,3928.929966,3933.322949,3928.932139,3928.932139,"[3928.929966, 3929.037133, 3929.139299, 3929.248965, 3929.358131, 3929.453464, 3929.563131, 3929.673297, 3929.79063, 3929.913796, 3932.502285, 3932.627452, 3933.287449]",4,2,go,13,normal,2
258,JUV015,220409,259,3935.324107,3935.437274,3942.364913,3935.439607,3935.439607,"[3935.437274, 3935.539273, 3935.63594, 3935.727439, 3935.838272, 3935.940939, 3936.050605, 3936.160604, 3936.27827, 3936.38827, 3936.451936, 3936.499936, 3936.570943, 3936.623936, 3938.983593, 3939.399091, 3940.553259, 3942.358246]",3,2,go,18,normal,2
259,JUV015,220409,260,3944.366238,3944.514571,3945.722399,3944.516904,3944.516904,"[3944.514571, 3944.601237, 3944.71057, 3944.81307, 3944.922902, 3945.018569, 3945.121235, 3945.231235, 3945.347401, 3945.4714, 3945.580566, 3945.636733, 3945.715566]",2,2,go,13,normal,2
260,JUV015,220409,261,3948.992227,3949.086552,3953.04787,3949.088719,3949.088719,"[3949.086552, 3949.193719, 3949.302385, 3949.412384, 3949.529051, 3949.63155, 3949.733883, 3949.857549, 3949.973882, 3950.097549, 3950.206881, 3950.363547, 3952.585372, 3953.02687]",3,2,go,14,normal,2
261,JUV015,220409,262,3955.049028,3955.213528,3958.955513,3955.215861,3955.215861,"[3955.213528, 3955.302528, 3955.416027, 3955.515527, 3955.695359, 3955.848192, 3955.965692, 3956.083191, 3956.207524, 3956.31769, 3956.474356, 3958.927513]",4,2,go,12,normal,2
262,JUV015,220409,263,3960.956672,3961.089342,3965.583486,3961.091507,3961.091507,"[3961.089342, 3961.183671, 3961.293004, 3961.409503, 3961.526336, 3961.621502, 3961.731002, 3961.847835, 3961.957168, 3962.073667, 3962.183343, 3964.857323, 3965.554986]",2,2,go,13,normal,2
263,JUV015,220409,264,3967.584645,,,,3970.834966,[],8,0,nogo,0,normal,
264,JUV015,220409,265,3974.579117,3974.833449,3974.847116,,3974.833449,[3974.833449],5,-1,nogo,1,normal,
265,JUV015,220409,266,3989.460391,3989.605724,3995.169035,3989.60789,3989.60789,"[3989.605724, 3989.699223, 3989.808389, 3989.911056, 3990.021222, 3990.124061, 3990.234554, 3990.351887, 3990.462063, 3990.578061, 3990.707886, 3992.663878, 3992.88621, 3992.999543, 3993.818541, 3995.147868]",3,2,go,16,normal,2
266,JUV015,220409,267,3997.170193,3997.306193,4003.776,3997.30836,3997.30836,"[3997.306193, 3997.408359, 3997.512192, 3997.619192, 3997.727691, 3997.821524, 3997.922524, 3998.032861, 3998.145023, 3998.270859, 3998.380189, 3998.503521, 3998.610864, 4001.126178, 4001.231344, 4002.355344, 4003.7545]",4,2,go,17,normal,2
267,JUV015,220409,268,4005.777326,4005.949325,4011.490803,4005.951492,4005.951492,"[4005.949325, 4006.051991, 4006.164324, 4006.27699, 4006.383156, 4006.482323, 4006.593989, 4006.703989, 4006.814322, 4006.945154, 4007.068654, 4009.90081, 4010.014475, 4011.348144, 4011.455303]",1,2,go,15,normal,2
268,JUV015,220409,269,4013.492128,4013.619128,4019.359438,4013.621461,4013.621461,"[4013.619128, 4013.80946, 4013.90746, 4013.985293, 4014.077792, 4014.184959, 4014.292125, 4014.412464, 4014.521624, 4014.638628, 4014.75529, 4014.879456, 4015.022289, 4015.225455, 4015.353787, 4017.107114, 4017.17278, 4018.01961, 4018.270276, 4019.243438, 4019.330605]",3,2,go,21,normal,2
269,JUV015,220409,270,4021.360597,4025.998078,4027.204907,,4024.362918,"[4025.998078, 4027.049074, 4027.183579]",13,-1,go,3,missed,
270,JUV015,220409,271,4038.00003,,,,4041.25035,[],8,0,nogo,0,normal,
271,JUV015,220409,272,4045.603166,4045.756666,4050.671983,4045.758832,4045.758832,"[4045.756666, 4045.851832, 4045.961832, 4046.051164, 4046.164164, 4046.249164, 4046.35183, 4046.46183, 4046.579163, 4046.689662, 4046.813162, 4049.728983, 4049.815985, 4050.50698, 4050.643823]",1,2,go,15,normal,2
272,JUV015,220409,273,4052.673305,4053.014139,4053.13447,,4053.014139,"[4053.014139, 4053.11347]",5,-1,nogo,2,normal,
273,JUV015,220409,274,4067.416079,4067.561746,4072.566892,4067.563912,4067.563912,"[4067.561746, 4067.648578, 4067.750744, 4067.853411, 4067.96291, 4068.051077, 4068.153243, 4068.262409, 4068.372242, 4068.489242, 4068.605587, 4071.172064, 4071.530896, 4072.432559, 4072.545725]",2,2,go,15,normal,2
274,JUV015,220409,275,4074.568051,4074.693383,4074.80005,,4074.693383,"[4074.693383, 4074.785883]",8,-1,nogo,2,normal,
275,JUV015,220409,276,4088.373499,,,,4091.623649,[],8,0,nogo,0,normal,
276,JUV015,220409,277,4095.958132,4096.142964,4099.953116,4096.145131,4096.145131,"[4096.142964, 4096.243464, 4096.346797, 4096.449463, 4096.558963, 4096.646796, 4096.749462, 4096.866128, 4096.976302, 4097.106463, 4097.222462, 4099.831449, 4099.917449]",3,2,go,13,normal,2
277,JUV015,220409,278,4101.954274,4102.09494,4105.787592,4102.096944,4102.096944,"[4102.09494, 4102.196273, 4102.306106, 4102.409606, 4102.514605, 4102.612605, 4102.722271, 4102.832104, 4102.949437, 4103.072941, 4103.208769, 4105.751926]",2,2,go,12,normal,2
278,JUV015,220409,279,4107.788751,,,,4111.039071,[],8,0,nogo,0,normal,
279,JUV015,220409,280,4115.001389,4120.268542,4133.207149,,4118.00371,"[4120.268542, 4120.3892, 4125.959182, 4125.973345, 4126.288677, 4126.528343, 4126.695009, 4126.716175, 4126.876508, 4126.991008, 4127.05434, 4127.244506, 4127.379839, 4127.415181, 4127.531341, 4127.645341, 4127.881004, 4127.97167, 4128.472502, 4128.623668, 4128.748, 4128.8845, 4129.158166, 4129.306998, 4129.450498, 4129.60783, 4129.74433, 4129.920162, 4130.193662, 4130.500827, 4130.660493, 4130.799159, 4130.987825, 4131.159491, 4131.310657, 4131.490656, 4131.684822, 4132.18632, 4132.371825, 4132.520319, 4132.653827, 4132.708818, 4132.851484, 4133.053984, 4133.18565]",10,-1,go,45,missed,
280,JUV015,220409,281,4135.208475,4135.349641,4139.699957,4135.351807,4135.351807,"[4135.349641, 4135.45764, 4135.56664, 4135.677306, 4135.788972, 4135.900305, 4136.009471, 4136.134471, 4136.24497, 4136.369303, 4136.506636, 4136.637802, 4136.783468, 4136.928304, 4138.666465, 4139.044301, 4139.679123]",3,2,go,17,normal,2
281,JUV015,220409,282,4141.701282,4141.815781,4144.943769,4141.817948,4141.817948,"[4141.815781, 4141.909281, 4142.020281, 4142.130447, 4142.240622, 4142.343279, 4142.453112, 4142.569945, 4142.687278, 4142.818611, 4142.875777, 4142.922779, 4143.071276, 4143.197276, 4144.930102]",1,2,go,15,normal,2
282,JUV015,220409,283,4146.944928,,,,4150.195248,[],8,0,nogo,0,normal,
