,Unnamed: 0,animal,session,trial,onset,first_lick_in,last_lick_out,water_valve_on,outcome,sound_num,reward,go_nogo,licks_out,quality,water_valve_amt
258,258,JUV015,220409,259,3935.324107,3929.037133,3933.322949,3935.439607,3935.439607,3,2,go,13,normal,2.0
259,259,JUV015,220409,260,3944.366238,3935.539273,3942.364913,3944.516904,3944.516904,2,2,go,18,normal,2.0
260,260,JUV015,220409,261,3948.992227,3944.601237,3945.722399,3949.088719,3949.088719,3,2,go,13,normal,2.0
261,261,JUV015,220409,262,3955.049028,3949.193719,3953.04787,3955.215861,3955.215861,4,2,go,14,normal,2.0
262,262,JUV015,220409,263,3960.956672,3955.302528,3958.955513,3961.091507,3961.091507,2,2,go,12,normal,2.0
263,263,JUV015,220409,264,3967.584645,3961.183671,3965.583486,,3970.834966,8,0,nogo,13,normal,
264,264,JUV015,220409,265,3974.579117,3974.833449,,,3974.833449,5,-1,nogo,0,normal,
265,265,JUV015,220409,266,3989.460391,3989.605724,3974.847116,3989.60789,3989.60789,3,2,go,1,normal,2.0
266,266,JUV015,220409,267,3997.170193,3989.699223,3995.169035,3997.30836,3997.30836,4,2,go,16,normal,2.0
267,267,JUV015,220409,268,4005.777326,3997.408359,4003.776,4005.951492,4005.951492,1,2,go,17,normal,2.0
268,268,JUV015,220409,269,4013.492128,4006.051991,4011.490803,4013.621461,4013.621461,3,2,go,15,normal,2.0
269,269,JUV015,220409,270,4021.360597,4013.80946,4019.359438,,4024.362918,13,-1,go,21,missed,
270,270,JUV015,220409,271,4038.00003,4025.998078,4027.204907,,4041.25035,8,0,nogo,3,normal,
271,271,JUV015,220409,272,4045.603166,4045.756666,,4045.758832,4045.758832,1,2,go,0,normal,2.0
272,272,JUV015,220409,273,4052.673305,4045.851832,4050.671983,,4053.014139,5,-1,nogo,15,normal,
273,273,JUV015,220409,274,4067.416079,4053.11347,4053.13447,4067.563912,4067.563912,2,2,go,2,normal,2.0
274,274,JUV015,220409,275,4074.568051,4067.648578,4072.566892,,4074.693383,8,-1,nogo,15,normal,
275,275,JUV015,220409,276,4088.373499,4074.785883,4074.80005,,4091.623649,8,0,nogo,2,normal,
276,276,JUV015,220409,277,4095.958132,4096.142964,,4096.145131,4096.145131,3,2,go,0,normal,2.0
277,277,JUV015,220409,278,4101.954274,4096.243464,4099.953116,4102.096944,4102.096944,2,2,go,13,normal,2.0
278,278,JUV015,220409,279,4107.788751,4102.196273,4105.787592,,4111.039071,8,0,nogo,12,normal,
279,279,JUV015,220409,280,4115.001389,,,,4118.00371,10,-1,go,0,missed,
280,280,JUV015,220409,281,4135.208475,4120.268542,4133.207149,4135.351807,4135.351807,3,2,go,45,normal,2.0
281,281,JUV015,220409,282,4141.701282,4135.45764,4139.699957,4141.817948,4141.817948,1,2,go,17,normal,2.0
282,282,JUV015,220409,283,4146.944928,4141.909281,4144.943769,,4150.195248,8,0,nogo,15,normal,
283,283,JUV015,220409,284,4154.258732,4154.447564,,4154.449731,4154.449731,4,2,go,0,normal,2.0
284,284,JUV015,220409,285,4163.635694,4154.535397,4161.634369,4163.790527,4163.790527,2,2,go,19,normal,2.0
285,285,JUV015,220409,286,4167.949677,4163.883527,4164.984355,,4168.05201,5,-1,nogo,11,normal,
286,286,JUV015,220409,287,4181.846955,4168.159509,4168.209509,4181.986464,4181.986464,4,2,go,2,normal,2.0
287,287,JUV015,220409,288,4189.136926,4182.09812,4187.1356,,4192.387246,5,0,nogo,12,normal,
288,288,JUV015,220409,289,4195.988898,,,,4199.239218,5,0,nogo,0,normal,
289,289,JUV015,220409,290,4203.735701,,,,4206.986021,7,0,nogo,0,normal,
290,290,JUV015,220409,291,4211.240837,4208.234016,4208.240349,4211.407003,4211.407003,4,2,go,1,normal,2.0
291,291,JUV015,220409,292,4218.08881,4211.498503,4216.087651,4218.189643,4218.189643,2,2,go,14,normal,2.0
292,292,JUV015,220409,293,4225.62978,4218.301809,4223.628462,,4228.8801,7,0,nogo,16,normal,
293,293,JUV015,220409,294,4232.480419,4232.627918,,,4232.627918,5,-1,nogo,0,normal,
294,294,JUV015,220409,295,4246.490529,4232.733751,4232.754584,4246.724699,4246.724699,2,2,go,2,normal,2.0
295,295,JUV015,220409,296,4254.153166,4246.817028,4252.15184,,4257.403486,5,0,nogo,13,normal,
296,296,JUV015,220409,297,4261.645802,4261.810635,,4261.812802,4261.812802,3,2,go,0,normal,2.0
297,297,JUV015,220409,298,4265.849119,4261.896468,4262.766798,,4265.954619,8,-1,nogo,10,normal,
298,298,JUV015,220409,299,4279.498397,4266.634449,4266.648282,,4282.748718,6,0,nogo,2,normal,
299,299,JUV015,220409,300,4287.018708,,,,4290.269022,7,0,nogo,0,normal,
300,300,JUV015,220409,301,4293.985506,4294.152006,,4294.154339,4294.154339,2,2,go,0,normal,2.0
301,301,JUV015,220409,302,4299.981315,4294.252505,4297.980157,,4303.231636,8,0,nogo,12,normal,
302,302,JUV015,220409,303,4307.17762,,,,4310.42794,6,0,nogo,0,normal,
303,303,JUV015,220409,304,4314.906589,4315.060755,,4315.063089,4315.063089,2,2,go,0,normal,2.0
304,304,JUV015,220409,305,4321.27573,4315.152588,4319.274405,4321.497563,4321.497563,3,2,go,12,normal,2.0
305,305,JUV015,220409,306,4329.979862,4321.632729,4327.978541,4330.105362,4330.105362,1,2,go,16,normal,2.0
306,306,JUV015,220409,307,4338.453162,4330.211028,4336.452003,,4338.559995,7,-1,nogo,19,normal,
307,307,JUV015,220409,308,4352.258942,4338.666661,4344.901803,4352.419939,4352.419939,4,2,go,3,normal,2.0
308,308,JUV015,220409,309,4356.963754,4352.497439,4353.504602,,4357.12492,6,-1,nogo,11,normal,
309,309,JUV015,220409,310,4378.187669,4357.217421,4376.186344,,4380.271328,6,-1,nogo,55,normal,
310,310,JUV015,220409,311,4393.892107,4380.453662,4389.232303,4394.044273,4394.044273,4,2,go,10,normal,2.0
311,311,JUV015,220409,312,4400.796579,4394.128106,4398.795263,,4402.745909,7,-1,nogo,21,normal,
312,312,JUV015,220409,313,4416.648016,4409.993042,4409.999542,,4416.894348,5,-1,nogo,2,normal,
313,313,JUV015,220409,314,4431.318124,4417.009681,4427.940637,4431.465123,4431.465123,4,2,go,4,normal,2.0
314,314,JUV015,220409,315,4437.527107,4431.555623,4435.52594,4437.686765,4437.686765,1,2,go,14,normal,2.0
315,315,JUV015,220409,316,4445.228901,4437.786931,4443.227583,4445.383903,4445.383903,4,2,go,14,normal,2.0
316,316,JUV015,220409,317,4452.375539,4445.483743,4450.374224,,4455.378027,12,-1,go,13,missed,
317,317,JUV015,220409,318,4469.596471,4470.943965,,,4470.943965,13,0,go,0,normal,
318,318,JUV015,220409,319,4474.882949,4475.042282,4470.950632,,4475.042282,5,-1,nogo,1,normal,
319,319,JUV015,220409,320,4489.43006,4475.141448,4475.290281,4489.613224,4489.613224,1,2,go,3,normal,2.0
320,320,JUV015,220409,321,4496.761195,4489.696557,4494.760036,4496.908863,4496.908863,4,2,go,13,normal,2.0
321,321,JUV015,220409,322,4503.492335,4497.007027,4501.491009,4503.627001,4503.627001,3,2,go,12,normal,2.0
322,322,JUV015,220409,323,4512.033967,4503.718501,4510.032642,,4515.284288,8,0,nogo,14,normal,
323,323,JUV015,220409,324,4519.211439,,,,4522.461759,6,0,nogo,0,normal,
324,324,JUV015,220409,325,4526.141077,,,,4529.391398,8,0,nogo,0,normal,
325,325,JUV015,220409,326,4533.156383,,,,4536.406709,8,0,nogo,0,normal,
326,326,JUV015,220409,327,4540.033189,4536.666369,4536.680369,,4543.035344,11,-1,go,1,missed,
327,327,JUV015,220409,328,4556.789288,,,,4560.039609,8,0,nogo,0,normal,
328,328,JUV015,220409,329,4563.904427,,,,4567.154747,7,0,nogo,0,normal,
329,329,JUV015,220409,330,4571.066898,4571.246564,,,4571.246564,5,-1,nogo,0,normal,
330,330,JUV015,220409,331,4584.833187,4571.33873,4571.487229,,4588.083502,5,0,nogo,3,normal,
331,331,JUV015,220409,332,4591.807648,,,,4595.057968,7,0,nogo,0,normal,
332,332,JUV015,220409,333,4599.444623,,,,4602.694939,8,0,nogo,0,normal,
333,333,JUV015,220409,334,4606.301757,,,,4609.304078,11,-1,go,0,missed,
334,334,JUV015,220409,335,4623.513355,4618.374708,4618.395875,,4626.515676,14,-1,go,1,missed,
335,335,JUV015,220409,336,4640.540953,4640.738627,,4640.740952,4640.740952,1,2,go,0,normal,2.0
336,336,JUV015,220409,337,4647.117427,4640.837619,4645.116102,,4647.295426,6,-1,nogo,15,normal,
337,337,JUV015,220409,338,4661.353703,4647.446092,4654.159566,4661.529703,4661.529703,1,2,go,4,normal,2.0
338,338,JUV015,220409,339,4665.792686,4661.619536,4662.897197,,4667.197021,11,0,go,14,normal,
339,339,JUV015,220409,340,4670.778832,4670.941332,4667.20368,4670.943499,4670.943499,1,2,go,1,normal,2.0
340,340,JUV015,220409,341,4675.105315,4671.042998,4672.23516,4675.244315,4675.244315,1,2,go,12,normal,2.0
341,341,JUV015,220409,342,4681.429956,4675.334981,4679.428798,4681.565456,4681.565456,4,2,go,14,normal,2.0
342,342,JUV015,220409,343,4689.215105,4681.656789,4687.213933,,4689.354925,7,-1,nogo,13,normal,
343,343,JUV015,220409,344,4703.367702,4703.517535,4689.383091,4703.519701,4703.519701,3,2,go,1,normal,2.0
344,344,JUV015,220409,345,4713.877501,4703.612701,4711.876335,4714.031159,4714.031159,1,2,go,48,normal,2.0
345,345,JUV015,220409,346,4720.669966,4714.122826,4718.668807,4720.807299,4720.807299,2,2,go,19,normal,2.0
346,346,JUV015,220409,347,4725.445447,4720.906965,4723.444122,,4728.695767,6,0,nogo,18,normal,
347,347,JUV015,220409,348,4732.910917,4733.06525,,4733.06725,4733.06725,4,2,go,0,normal,2.0
348,348,JUV015,220409,349,4739.462065,4733.15175,4737.460899,4739.605724,4739.605724,1,2,go,20,normal,2.0
349,349,JUV015,220409,350,4743.665707,4739.69839,4740.777719,,4746.916028,7,0,nogo,11,normal,
350,350,JUV015,220409,351,4751.239344,4751.376177,,4751.378343,4751.378343,2,2,go,0,normal,2.0
351,351,JUV015,220409,352,4755.715661,4751.463676,4752.501184,,4757.910817,7,-1,nogo,11,normal,
352,352,JUV015,220409,353,4771.839428,4758.066983,4758.07365,,4772.040761,6,-1,nogo,2,normal,
353,353,JUV015,220409,354,4785.828039,4772.154927,4772.211927,,4789.078359,6,0,nogo,2,normal,
354,354,JUV015,220409,355,4793.260676,4791.24535,4791.259517,4793.417184,4793.417184,1,2,go,1,normal,2.0
355,355,JUV015,220409,356,4799.331318,4793.501184,4797.330159,4799.457151,4799.457151,3,2,go,12,normal,2.0
356,356,JUV015,220409,357,4806.755289,4799.561985,4804.753963,,4810.005609,5,0,nogo,13,normal,
357,357,JUV015,220409,358,4814.116259,4816.017918,,,4816.017918,7,-1,nogo,0,normal,
358,358,JUV015,220409,359,4829.84853,4816.125584,4816.41575,4830.090195,4830.090195,4,2,go,4,normal,2.0
359,359,JUV015,220409,360,4833.961019,4830.198702,4831.405357,,4834.186345,8,-1,nogo,13,normal,
360,360,JUV015,220409,361,4847.875624,,4834.214512,,4851.125944,6,0,nogo,1,normal,
361,361,JUV015,220409,362,4855.522927,,,,4858.773247,6,0,nogo,0,normal,
362,362,JUV015,220409,363,4863.182729,,,,4866.43305,8,0,nogo,0,normal,
363,363,JUV015,220409,364,4870.099868,,,,4873.350189,6,0,nogo,0,normal,
364,364,JUV015,220409,365,4877.344173,4877.506339,,4877.508505,4877.508505,1,2,go,0,normal,2.0
365,365,JUV015,220409,366,4885.62714,4877.599341,4883.625824,,4888.629461,15,-1,go,14,missed,
366,366,JUV015,220409,367,4903.185569,4903.376735,,,4903.376735,5,-1,nogo,0,normal,
367,367,JUV015,220409,368,4917.222513,4903.462568,4903.497901,4917.391185,4917.391185,4,2,go,2,normal,2.0
368,368,JUV015,220409,369,4921.395663,4917.488512,4918.601841,,4924.397819,16,-1,go,12,missed,
369,369,JUV015,220409,370,4938.329265,4925.641646,4931.45579,4938.485762,4938.485762,3,2,go,3,normal,2.0
370,370,JUV015,220409,371,4942.842244,4938.577428,4939.555259,4942.940244,4942.940244,3,2,go,11,normal,2.0
371,371,JUV015,220409,372,4950.460221,4943.03191,4948.459055,4950.596713,4950.596713,3,2,go,13,normal,2.0
372,372,JUV015,220409,373,4956.620022,4950.696381,4954.618864,,4959.870343,7,0,nogo,13,normal,
373,373,JUV015,220409,374,4963.789502,4963.939993,,4963.94216,4963.94216,4,2,go,0,normal,2.0
374,374,JUV015,220409,375,4970.087635,4964.032493,4968.086476,,4973.337955,5,0,nogo,13,normal,
375,375,JUV015,220409,376,4977.421439,4977.571605,,4977.573605,4977.573605,2,2,go,0,normal,2.0
376,376,JUV015,220409,377,4981.899262,4977.664605,4978.665601,,4984.387744,12,0,go,11,normal,
377,377,JUV015,220409,378,4989.063559,4986.905068,4987.062234,4989.212063,4989.212063,3,2,go,3,normal,2.0
378,378,JUV015,220409,379,4996.35103,4989.305058,4994.349705,,4999.60135,6,0,nogo,13,normal,
379,379,JUV015,220409,380,5004.161999,5004.326498,,5004.328665,5004.328665,2,2,go,0,normal,2.0
380,380,JUV015,220409,381,5008.213483,5004.428498,5005.450327,,5011.463803,6,0,nogo,11,normal,
381,381,JUV015,220409,382,5015.533287,5015.699119,,5015.701286,5015.701286,2,2,go,0,normal,2.0
382,382,JUV015,220409,383,5020.666766,5015.785452,5018.237109,,5020.818432,6,-1,nogo,13,normal,
383,383,JUV015,220409,384,5041.944681,5020.920265,5039.943522,5042.099347,5042.099347,3,2,go,50,normal,2.0
384,384,JUV015,220409,385,5049.351485,5042.19068,5047.350326,5049.489484,5049.489484,2,2,go,19,normal,2.0
385,385,JUV015,220409,386,5053.843467,5049.59415,5051.842308,5053.970633,5053.970633,2,2,go,16,normal,2.0
386,386,JUV015,220409,387,5058.638947,5054.069966,5056.124291,,5058.745614,6,-1,nogo,15,normal,
387,387,JUV015,220409,388,5072.505392,5068.128743,5069.245905,,5072.707225,6,-1,nogo,10,normal,
388,388,JUV015,220409,389,5087.251167,5080.263194,5080.377527,,5090.501487,8,0,nogo,3,normal,
389,389,JUV015,220409,390,5093.926306,5094.080139,,5094.082472,5094.082472,1,2,go,0,normal,2.0
390,390,JUV015,220409,391,5098.516288,5094.167139,5095.4348,5098.645288,5098.645288,3,2,go,13,normal,2.0
391,391,JUV015,220409,392,5102.840604,5098.73762,5099.861283,5102.93677,5102.93677,4,2,go,12,normal,2.0
392,392,JUV015,220409,393,5112.145067,5103.03077,5110.143743,,5112.265233,5,-1,nogo,17,normal,
393,393,JUV015,220409,394,5126.637009,,5112.279233,,5129.63933,14,-1,go,1,missed,
394,394,JUV015,220409,395,5143.401775,,,,5146.652096,8,0,nogo,0,normal,
395,395,JUV015,220409,396,5150.539913,,,,5153.790234,8,0,nogo,0,normal,
396,396,JUV015,220409,397,5157.456063,5157.640385,,,5157.640385,5,-1,nogo,0,normal,
397,397,JUV015,220409,398,5172.330826,5157.739385,5157.964221,,5172.540325,7,-1,nogo,3,normal,
398,398,JUV015,220409,399,5186.642769,5184.418111,5184.641443,,5189.64509,16,-1,go,3,missed,
399,399,JUV015,220409,400,5203.740706,5195.407567,5195.520067,,5206.743022,15,-1,go,2,missed,
400,400,JUV015,220409,401,5220.711633,5210.909505,5210.930338,5220.927965,5220.927965,4,2,go,1,normal,2.0
401,401,JUV015,220409,402,5226.803108,5221.031798,5224.80195,5226.925274,5226.925274,4,2,go,14,normal,2.0
402,402,JUV015,220409,403,5234.884409,5227.015774,5232.88325,,5238.13473,6,0,nogo,15,normal,
403,403,JUV015,220409,404,5241.848048,5242.004547,,5242.006714,5242.006714,4,2,go,0,normal,2.0
404,404,JUV015,220409,405,5248.142023,5242.091047,5246.140705,,5251.392343,8,0,nogo,14,normal,
405,405,JUV015,220409,406,5255.571826,,,,5258.574148,11,-1,go,0,missed,
